TransactionID,CustomerID,MovieID,RentalDate,ReturnDate,RentalCost,LateFee,RewindFlag,CreatedDate,UpdatedDate
555A1F04-B027-49AE-91C0-C9BFC8B6A200,797D5EC7-48F4-49EC-9266-0BB7180F252C,F5D4ADB6-49FB-410F-8D81-AB4B03159D35,20180620,20180625,2.95,2.00,0,2018-06-20,2018-06-25
582C12FC-ED28-40FE-9D1F-D67A707987B7,B15FF7F9-11D7-48D8-9DA9-F1083D47318A,3F0E40A9-330F-40A9-968D-008A68597FA6,20180620,20180625,2.95,2.00,0,2018-06-20,2018-06-25
4F6F857B-5242-4DF1-9E35-B89F91A49816,28D189D2-C6F3-4775-A58D-12DAE82F50FE,58525B3B-7D2F-4773-A81B-781F810121BD,20180620,20180625,4.95,2.00,1,2018-06-20,2018-06-25
621DB5BC-B1A8-4C27-A56C-BF5CFA1F5170,797D5EC7-48F4-49EC-9266-0BB7180F252C,80445026-6626-49BC-A3DA-C4A074DF93E5,20180620,20180625,4.95,2.00,0,2018-06-20,2018-06-25
4647E7D5-271C-42F6-B13E-C3AA90E81C1D,E430AFB5-3AE0-44DB-A0AF-9CA11AE80125,E945BADE-5C11-466C-B457-950D8C882BCF,20180620,20180625,4.95,2.00,0,2018-06-20,2018-06-25
85C8A164-E343-46F2-A839-C621F9C1EBC2,B80F0CEE-0099-476E-B5E5-40CFF39A3640,5380EE6A-45F3-4E7D-AEF4-B44D43F20C11,20180620,20180625,4.95,2.00,0,2018-06-20,2018-06-25
9EF6B97C-E16F-497B-B101-DD9486FAAA81,D42EBFE4-37D9-4814-A01F-5301103D258A,EDFB66E9-5C7B-4AD2-ACAF-BBEA8BC65107,20180620,20180625,2.95,2.00,0,2018-06-20,2018-06-25
06ECE966-2EA1-4481-A2FC-DE9A4FDF7F13,C02CA2BF-06C2-454C-8BEB-B9867388716C,84DC1C9B-A0A5-4949-9A92-6A1863C550FC,20180620,20180625,2.95,2.00,0,2018-06-20,2018-06-25
D98902A3-70AE-4E0C-B948-9EDCCF423582,58A6E6E5-B4CD-4A19-B4C0-5ECB1627038A,C984894A-2513-4D0C-BB8B-295950CBF3B6,20180620,20180625,2.95,2.00,0,2018-06-20,2018-06-25
E62589F1-764D-46F2-86AF-9CCDC85AD459,18E2BAE0-4997-4A48-A4CF-BF1D3E1C37DB,6189C68F-FF2C-4BFC-ACEA-9C0A99E48577,20180620,20180625,2.95,2.00,1,2018-06-20,2018-06-25
1034046F-2844-4DA6-BC8C-B520DF38D85C,32B40FAD-DD37-4565-AB81-3A21FD39FD2F,0304FFC2-ADCC-4CCC-BBFD-A33CC59734D8,20180620,20180625,4.95,2.00,1,2018-06-20,2018-06-25
0BF1DE48-1386-4DEF-8165-B7EE991BA6F2,04C573A8-DABF-4B98-A8A0-676D2D323AEB,E945BADE-5C11-466C-B457-950D8C882BCF,20180620,20180625,4.95,2.00,0,2018-06-20,2018-06-25
E65C1AED-3470-4F12-BF81-AD3A462447AE,84207B0B-9A67-4F48-A1D8-D3A7CE6AB5BD,7B153DF0-0E5F-4B3E-BCD3-CEDAEB1F4E93,20180620,20180625,2.95,2.00,0,2018-06-20,2018-06-25
A747D761-2327-44C6-81F3-AEB4D90F4F7D,E430AFB5-3AE0-44DB-A0AF-9CA11AE80125,B480E543-7183-4E95-889A-284901978723,20180620,20180625,2.95,2.00,0,2018-06-20,2018-06-25
68C916D0-56C1-46FC-A9EE-92558C39ED8C,A384AD93-26A4-4ED1-89B5-526471BB4914,E35D701F-3083-4FF8-8017-0C3D95E0D123,20180620,20180625,2.95,2.00,0,2018-06-20,2018-06-25
ADF5AF7A-4389-4776-9950-94C754179946,BCBD8C61-304F-4F6F-B922-C11400365BDE,9CAC1026-ABD2-4EB1-9772-3FF3D5862936,20180620,20180625,2.95,2.00,1,2018-06-20,2018-06-25
EDB3A06F-C6CE-46B7-BBC6-621F526C04A8,1D6526FF-6FE2-4D54-B88A-5AD1AD27007A,D24FB590-0298-4745-8BAC-5DBA2CAF6A73,20180620,20180625,2.95,2.00,0,2018-06-20,2018-06-25
D4396A39-BE4D-4111-B586-761B663D954A,B83DE811-F2CE-4941-857F-F1242F16961A,E0FBCA9E-0B78-4632-B411-01D726B417AF,20180620,20180625,4.95,2.00,1,2018-06-20,2018-06-25
A01C4636-2480-4AF3-8EF6-78A2FFC6CFFF,4B302B91-A1D1-4C7A-BC98-8BBB37339124,5380EE6A-45F3-4E7D-AEF4-B44D43F20C11,20180620,20180625,4.95,2.00,0,2018-06-20,2018-06-25
EF7D8AE4-DBD3-4B1F-919C-6C5BF681FF30,550581B7-88E5-4466-A314-06A1CE29ACFD,59F5F9C2-F06F-4A32-8E0A-CD6E1A42FB96,20180620,20180625,4.95,2.00,0,2018-06-20,2018-06-25
3AE96A48-F6C5-4C43-8058-56DB6E2BFC5E,84207B0B-9A67-4F48-A1D8-D3A7CE6AB5BD,D3B5008E-3377-4590-ABFE-1A3A631723A7,20180620,20180625,2.95,2.00,0,2018-06-20,2018-06-25
4277C162-01B3-40D0-A396-59EF0E373EE6,84207B0B-9A67-4F48-A1D8-D3A7CE6AB5BD,D19FD13D-8984-463A-BC94-9A58725CAC8B,20180620,20180625,2.95,2.00,0,2018-06-20,2018-06-25
C7A12439-3E3C-4E70-A228-4D12A214258F,797D5EC7-48F4-49EC-9266-0BB7180F252C,93CA684A-CAB6-42D8-9837-70772A2192A4,20180620,20180625,4.95,2.00,0,2018-06-20,2018-06-25
C98491CD-C978-49B7-A273-4A1537CF11EC,D7125DBE-F242-4D62-B817-9FF04F463420,E945BADE-5C11-466C-B457-950D8C882BCF,20180620,20180625,4.95,2.00,1,2018-06-20,2018-06-25
DF24B7CD-5008-486D-B713-40325786ABDA,04C573A8-DABF-4B98-A8A0-676D2D323AEB,97E26465-B642-4124-9128-EF68BFE76978,20180620,20180625,2.95,2.00,0,2018-06-20,2018-06-25
0468E8CD-8A4F-4B37-9C53-297E5681FE8C,18E2BAE0-4997-4A48-A4CF-BF1D3E1C37DB,59F5F9C2-F06F-4A32-8E0A-CD6E1A42FB96,20180620,20180625,4.95,2.00,1,2018-06-20,2018-06-25
FC909EE1-2C6D-4A70-9ADE-2672C1792ECD,E91E882C-CDDF-43FE-845C-FA24D976E7F4,7A81478C-5F1E-43E2-BC3E-2C0CA1F1DEF4,20180620,20180625,2.95,2.00,0,2018-06-20,2018-06-25
E13CE364-A040-4765-B95A-2AF32D5996F6,D6A63C46-FB25-44D5-A530-4742A997A17F,9D5AED0B-BBB2-4589-9191-43FFBE30C9C2,20180620,20180625,4.95,2.00,1,2018-06-20,2018-06-25
B5067D5A-0621-4F99-8F56-251212E75AB4,04C573A8-DABF-4B98-A8A0-676D2D323AEB,BEFB9A86-4768-49B0-AF74-0573FD17AEFA,20180620,20180625,2.95,2.00,0,2018-06-20,2018-06-25
840D1B02-3824-4F95-9F0A-1F2288708523,BCBD8C61-304F-4F6F-B922-C11400365BDE,E2BF260D-439C-4434-9C30-94DFC090D4E1,20180620,20180625,2.95,2.00,0,2018-06-20,2018-06-25
5A8C5C13-31C0-4EB5-B9BA-1F18312B192B,B5CD900B-2EAF-4FD7-B865-9833E97BF0CC,3F009C44-A752-4A4E-82D6-97E865BB04D3,20180620,20180625,2.95,2.00,1,2018-06-20,2018-06-25
6FF3C843-A733-4E58-B585-1ED320225590,3AC5CF3A-ECB7-41E9-98FC-937D24F76D55,D225A713-76B7-4678-8813-5761AEDABF99,20180620,20180625,2.95,2.00,0,2018-06-20,2018-06-25
04623D0B-143C-4460-9F45-3C8CB47C2ED5,FA0039A7-8698-455E-A894-219243FBFD7E,19A1CABD-4765-4E42-8837-75CC78633DE1,20180620,20180625,2.95,2.00,0,2018-06-20,2018-06-25
5FF1BE7B-C195-4DDA-8150-3C60A7EA2EB9,F1452EF4-1889-4E25-8EEF-3D10C0599428,F31575C7-9EE9-4DCA-B778-82300A6B9D0D,20180620,20180625,4.95,2.00,1,2018-06-20,2018-06-25
A6AB5876-2FEB-43F3-8D52-3271F10E762A,D07919EB-5863-44A8-9CAC-4FF8242D2345,3F696700-655B-4D75-B1EB-067DB16C6F78,20180620,20180625,4.95,2.00,1,2018-06-20,2018-06-25
504E77A2-A3A6-4BF5-843A-2F7FFAF91D56,23EA946E-B0B6-4A99-9476-99EA69BE55F5,80445026-6626-49BC-A3DA-C4A074DF93E5,20180620,20180625,4.95,2.00,0,2018-06-20,2018-06-25
2D804620-25FB-409E-889A-0245A981310E,B15FF7F9-11D7-48D8-9DA9-F1083D47318A,F31575C7-9EE9-4DCA-B778-82300A6B9D0D,20180620,20180625,4.95,2.00,1,2018-06-20,2018-06-25
E1AF40C3-6F53-467F-8C8D-0637A23A77CC,FB32BB33-BB45-4635-9601-34E812DB8906,50D806E3-1370-4B55-9ADB-B6C1C1844577,20180620,20180625,2.95,2.00,0,2018-06-20,2018-06-25
F10E6899-125F-43BF-A60F-1767D800098A,FB32BB33-BB45-4635-9601-34E812DB8906,3F696700-655B-4D75-B1EB-067DB16C6F78,20180620,20180625,4.95,2.00,0,2018-06-20,2018-06-25
2EEFE47F-F200-4CBC-B3E1-1779EE223B9E,E430AFB5-3AE0-44DB-A0AF-9CA11AE80125,EE7CD44F-E087-4F28-BB72-E324E1E40905,20180620,20180625,2.95,2.00,1,2018-06-20,2018-06-25
