TransactionID,CustomerID,MovieID,RentalDate,ReturnDate,RentalCost,LateFee,RewindFlag,CreatedDate,UpdatedDate
AD908C6B-18A4-43F8-9EA2-0425438A5B29,C9092895-97F0-4120-9B60-0BC59A5BD98C,28A4508C-B175-403C-8B29-B3813F8B7308,20180329,20180403,4.95,2.00,1,2018-03-29,2018-04-03
1BF0844D-5721-49D4-A825-02AA1CACF84E,BF853613-E6E6-4180-A596-DDB6195ECB52,7B153DF0-0E5F-4B3E-BCD3-CEDAEB1F4E93,20180329,20180403,2.95,2.00,1,2018-03-29,2018-04-03
0E08BF5A-043A-4FC1-8AB8-1B341F7FBE78,F1452EF4-1889-4E25-8EEF-3D10C0599428,CC40EEED-8ACA-4D63-8D3B-AB3CEA70CCFE,20180329,20180403,4.95,2.00,0,2018-03-29,2018-04-03
F707EDB9-7C12-4721-BD33-1C7241C27BBC,BCAE0982-5E12-4675-A82B-573BD1BFF34C,9C0AF426-7B10-4F1F-95FB-3E88228BE3E9,20180329,20180403,2.95,2.00,0,2018-03-29,2018-04-03
819EB089-F354-4191-94AA-212CE4A3C8C0,21158F3A-2572-40DE-B96C-A145FBC4A7F0,F604B13F-511F-49C6-9B32-7397E7DA31E7,20180329,20180403,2.95,2.00,1,2018-03-29,2018-04-03
397B4185-7B6E-4E48-BF24-3036D521B68B,25127C2C-4874-42BE-9567-2EBF26DB9ECD,07809664-0F5C-4BD0-BE0B-DF50784F4D71,20180329,20180403,4.95,2.00,1,2018-03-29,2018-04-03
FEBE5B45-883E-48EE-A5A2-3B7B4ED07C19,88A05466-55F8-4D4D-9C90-FDEEBE6597D6,B8EA341F-4515-4F53-B20A-41C699C3667C,20180329,20180403,2.95,2.00,0,2018-03-29,2018-04-03
20364823-6652-49DD-A73C-56C9D8C197BB,797D5EC7-48F4-49EC-9266-0BB7180F252C,28A4508C-B175-403C-8B29-B3813F8B7308,20180329,20180403,4.95,2.00,0,2018-03-29,2018-04-03
3D9BB0F9-CA4A-4F25-A7C9-591335DFFE14,A384AD93-26A4-4ED1-89B5-526471BB4914,97A6858C-E5FC-427E-9E93-8816ABBA38D0,20180329,20180403,4.95,2.00,0,2018-03-29,2018-04-03
894811EE-B8E7-40BC-8AD2-4E8BD4590334,F8B369DE-73A9-454C-9C89-588AE10C46B9,28A4508C-B175-403C-8B29-B3813F8B7308,20180329,20180403,4.95,2.00,0,2018-03-29,2018-04-03
7F3CD513-09E7-49E8-A940-4FB73485CB19,B83DE811-F2CE-4941-857F-F1242F16961A,CC40EEED-8ACA-4D63-8D3B-AB3CEA70CCFE,20180329,20180403,4.95,2.00,1,2018-03-29,2018-04-03
DD260CD2-210F-43ED-B40A-4401CF4EE7E9,B83DE811-F2CE-4941-857F-F1242F16961A,7D301D49-38B5-4115-A9D3-BFA34720BEDD,20180329,20180403,2.95,2.00,1,2018-03-29,2018-04-03
0E95E893-5117-4B2A-84AC-44C5E222BE8D,314D398A-551E-46C8-80DF-CD600FC1B760,6DF9AA2B-3AF6-40B3-A277-9A454C8ADB21,20180329,20180403,2.95,2.00,1,2018-03-29,2018-04-03
DC824228-1E72-46F7-9C5C-44DF11D23D34,A9ED4649-DAD5-4DE0-9DBE-EBF71872E959,3C3EA493-39E8-4E45-9585-9121554FFBE6,20180329,20180403,2.95,2.00,1,2018-03-29,2018-04-03
ECB8777E-34C1-4284-BAF0-70841DCE5D4D,D56AC638-70E1-42C2-8B47-A37B812B1DCA,0663F632-ED33-4685-93A1-2B1B93E0CBC7,20180329,20180403,2.95,2.00,1,2018-03-29,2018-04-03
0D420E12-3D9B-415E-A750-6288BCBE62EF,E27E87A0-9D3A-48C7-A4A4-E2F9D3410228,B321A0B5-13AE-4563-9CA5-553972009882,20180329,20180403,4.95,2.00,0,2018-03-29,2018-04-03
2CB252F2-FB71-43D4-A357-939F40464D2B,308CE9CF-EF8D-4ECD-8570-A5EF9C6A1656,28A4508C-B175-403C-8B29-B3813F8B7308,20180329,20180403,4.95,2.00,1,2018-03-29,2018-04-03
E809B667-AB05-42A7-8333-918B8DD61D18,E91E882C-CDDF-43FE-845C-FA24D976E7F4,00A90BAF-4E31-4623-AEF8-41EB5D98C1F1,20180329,20180403,4.95,2.00,0,2018-03-29,2018-04-03
F392AB29-7053-42CD-A926-B20D0AE97CA0,A384AD93-26A4-4ED1-89B5-526471BB4914,B5E5A6C1-14E9-4230-A0F6-CE30CC8C7FF1,20180329,20180403,2.95,2.00,0,2018-03-29,2018-04-03
6272FEC0-7493-463B-9F46-D6EE1A0A43BB,23EA946E-B0B6-4A99-9476-99EA69BE55F5,902911EE-0D4B-41C2-9339-3877FB13B86A,20180329,20180403,2.95,2.00,0,2018-03-29,2018-04-03
61F5D7CD-2DF1-4FB3-99AB-D44C22DFBD86,0CB25692-6FD8-4E6B-BB4C-55D8A8C33BCE,4C25BC9C-2F81-45F0-BE71-0554A0BB0533,20180329,20180403,4.95,2.00,0,2018-03-29,2018-04-03
6115DE86-7435-4DFD-AE09-D4121D3A2173,C02CA2BF-06C2-454C-8BEB-B9867388716C,D8064FFF-CFE2-467C-AFDD-520E32BE9904,20180329,20180403,2.95,2.00,0,2018-03-29,2018-04-03
14AD8949-C5CA-4F7A-92A0-CBD691A00DCD,21158F3A-2572-40DE-B96C-A145FBC4A7F0,51574A30-1025-42E9-8A55-7D81DCB063A2,20180329,20180403,2.95,2.00,0,2018-03-29,2018-04-03
D846CB5F-9B77-4D16-9D07-DA56AF4AC98B,BF853613-E6E6-4180-A596-DDB6195ECB52,B321A0B5-13AE-4563-9CA5-553972009882,20180329,20180403,4.95,2.00,1,2018-03-29,2018-04-03
F4E58945-9043-4287-BA1D-DEE48B8FDA23,797D5EC7-48F4-49EC-9266-0BB7180F252C,97A6858C-E5FC-427E-9E93-8816ABBA38D0,20180329,20180403,4.95,2.00,0,2018-03-29,2018-04-03
AB8DC6CF-CEF8-49D9-B54E-DE045E7EC7DC,18E2BAE0-4997-4A48-A4CF-BF1D3E1C37DB,4DAC3733-DF70-4D4D-8589-9BD2869E62C2,20180329,20180403,2.95,2.00,0,2018-03-29,2018-04-03
6F91F3D8-8DA1-4D61-86EB-DC5912BC06A2,F7F72598-2559-4703-B56C-C8488F8DC8DF,A44D919C-A693-4399-BDA2-15378F010A4A,20180329,20180403,2.95,2.00,1,2018-03-29,2018-04-03
2C29BEB4-593D-450D-A2EE-DB7567FFF9E2,0690DB2E-D4EE-4B73-8E3D-6694B1330B1B,1BAE3B3D-12D8-47A1-9321-8314D3F70CC2,20180329,20180403,2.95,2.00,0,2018-03-29,2018-04-03
BF9EA614-505D-404E-8B31-E099E9008CAE,E91E882C-CDDF-43FE-845C-FA24D976E7F4,F39C5332-733F-4905-AFA6-847BF1E659C1,20180329,20180403,2.95,2.00,0,2018-03-29,2018-04-03
33D79655-0FB0-4E4C-96BB-EAA20CE60600,D42EBFE4-37D9-4814-A01F-5301103D258A,6DE5F892-C387-41B8-A979-ACAD6DF15698,20180329,20180403,4.95,2.00,0,2018-03-29,2018-04-03
DD733A45-296A-46C6-AC6B-EAF2C4CC7969,A64DCA71-D8CC-4F9F-AC07-68D5060DDACA,D705F543-65F8-413D-9210-1912045472DB,20180329,20180403,2.95,2.00,1,2018-03-29,2018-04-03
D6B9758D-839B-4899-946A-E7231D132386,2581CA70-395C-4582-8A72-24AE7ED59330,6DE5F892-C387-41B8-A979-ACAD6DF15698,20180329,20180403,4.95,2.00,0,2018-03-29,2018-04-03
22FEA31F-4FBB-4498-AB8D-EE2F13F5EA44,5E117FD6-6077-4E76-BA88-35D7F1D50B6B,14197330-1626-4CE5-91FC-5942A5D5F3D1,20180329,20180403,2.95,2.00,0,2018-03-29,2018-04-03
92B46011-4A55-4420-AD71-FDF87A0495C2,314D398A-551E-46C8-80DF-CD600FC1B760,4C25BC9C-2F81-45F0-BE71-0554A0BB0533,20180329,20180403,4.95,2.00,1,2018-03-29,2018-04-03
C262262B-73EE-4F1B-BF4C-FF21EB2D1ED9,21CB8446-CC8B-4EC5-9BB3-0AE95F8D3430,07809664-0F5C-4BD0-BE0B-DF50784F4D71,20180329,20180403,4.95,2.00,0,2018-03-29,2018-04-03
7EF393BE-1DE4-4ACA-8BBC-F44F5DBEC1DF,01E5C757-DF0C-4941-8E5E-279044086DB5,8F237A58-D056-4FA1-AB75-96A6D62C8E67,20180330,20180403,2.95,1.00,1,2018-03-30,2018-04-03
BEA9492B-D242-4467-BDCA-F4677B196A5C,2FFA319D-B82D-48CE-83C0-A2755E996967,4C25BC9C-2F81-45F0-BE71-0554A0BB0533,20180330,20180403,4.95,1.00,0,2018-03-30,2018-04-03
14FC1099-746C-4672-B87F-DC855088A0F5,01E5C757-DF0C-4941-8E5E-279044086DB5,BEFB9A86-4768-49B0-AF74-0573FD17AEFA,20180330,20180403,4.95,1.00,1,2018-03-30,2018-04-03
F0D45A29-3C38-4C7A-A27D-D84268FF41D3,1D6526FF-6FE2-4D54-B88A-5AD1AD27007A,9E13AF39-F6BF-4BE3-A584-10C759203B55,20180330,20180403,2.95,1.00,0,2018-03-30,2018-04-03
E01BA105-ED3B-47A9-93C9-D7B19CEB3DB1,32D9D5A3-773C-4C70-838D-7D7FA12A46DD,254BFE1D-6141-4474-B689-89AFE1DBF55F,20180330,20180403,2.95,1.00,0,2018-03-30,2018-04-03
AE4B9650-A66F-438C-B7AD-CE9E05E5F323,BEDE2931-70FA-4EF9-AB82-41E7527FE65B,3E5EEEDB-8422-405B-AC4A-5536658F4980,20180330,20180403,2.95,1.00,0,2018-03-30,2018-04-03
38313A23-4DF6-4675-876D-D6C2486CF2EB,FE93F04F-AEC5-460F-B299-33F945A2C78A,1B2101C4-DB4A-4B9F-8B39-22234F621989,20180330,20180403,2.95,1.00,0,2018-03-30,2018-04-03
88571BE7-4CC0-48D7-8971-D3252FDB0EF3,3BA863F6-C9DD-4AC9-A85D-05D6F5F72383,49968963-A44A-4D3E-AB65-A2CE110A4B78,20180330,20180403,2.95,1.00,0,2018-03-30,2018-04-03
195C0363-3BBF-4FCA-BC0A-C7117472C6EC,825C6246-ADB6-4908-AC13-1400BEFAEB25,DDBE8A74-94D5-4D05-8A20-5CAB7C1673F0,20180330,20180403,2.95,1.00,0,2018-03-30,2018-04-03
D7DB679B-1AD6-4F94-8B87-B959DC109D56,1091ABAD-5702-4061-8D3C-97E1DE2EC15D,4C25BC9C-2F81-45F0-BE71-0554A0BB0533,20180330,20180403,4.95,1.00,1,2018-03-30,2018-04-03
